====================================================================================================
RMG YAML BENCHMARK ANALYSIS REPORT
====================================================================================================

RUN INFO
----------------------------------------------------------------------------------------------------
Run directory:       /home/lucey.da/rmg/rmg-yaml-benchmarks/rmg_runs/catalytic/co2_hydrog_long/run_012
Benchmark:           catalytic/co2_hydrog_long
SLURM job id:        
SLURM node:          
Profile file:        /home/lucey.da/rmg/rmg-yaml-benchmarks/rmg_runs/catalytic/co2_hydrog_long/run_012/RMG.profile
Total profile time:  6188.378 s

RMG GIT INFO
----------------------------------------------------------------------------------------------------
branch: yaml_fix
commit_hash: 6ae9f2ce2e5be0ed771a1a0fbbc4ce2b4cfd8b26
short_hash: 6ae9f2ce2
commit_date: 2026-05-15 09:58:23 -0400
commit_message: Skip empty Cantera YAML 'elements' blocks to match ck2yaml output
rmg_path: /home/lucey.da/RMG-Py

PROFILE GRAPH OUTPUT
----------------------------------------------------------------------------------------------------
Graph status:        success
DOT file:            /home/lucey.da/rmg/rmg-yaml-benchmarks/rmg_runs/catalytic/co2_hydrog_long/run_012/RMG.profile.dot
PDF file:            /home/lucey.da/rmg/rmg-yaml-benchmarks/rmg_runs/catalytic/co2_hydrog_long/run_012/RMG.profile.dot.pdf

WRITER CPU TIME SUMMARY
----------------------------------------------------------------------------------------------------
yaml_write_cumulative_s: 234.765459889
yaml_write_self_s: 14.459900555999997
chemkin_write_cumulative_s: 0.0
chemkin_write_self_s: 0.0
all_output_cumulative_s: 684.6648442500001
all_output_self_s: 0.159465955
yaml_to_chemkin_write_time_ratio: None

CHEMICAL EQUIVALENCE SUMMARY
----------------------------------------------------------------------------------------------------
yaml_file: 
chemkin_file: /home/lucey.da/rmg/rmg-yaml-benchmarks/rmg_runs/catalytic/co2_hydrog_long/run_012/chemkin/chem_edge0088-surface.inp
species_dictionary: /home/lucey.da/rmg/rmg-yaml-benchmarks/rmg_runs/catalytic/co2_hydrog_long/run_012/chemkin/species_edge_dictionary.txt
transport_file: /home/lucey.da/rmg/rmg-yaml-benchmarks/rmg_runs/catalytic/co2_hydrog_long/run_012/chemkin/tran.dat
yaml_loads: False
chemkin_converts: False
chemkin_loads: False
yaml_species_count: None
chemkin_species_count: None
species_count_match: False
yaml_reaction_count: None
chemkin_reaction_count: None
reaction_count_match: False
yaml_phase_names: 
chemkin_phase_names: 
yaml_surface_phase_count: None
yaml_gas_phase_count: None
chemically_equivalent_basic: False
chemical_equivalence_notes: YAML did not load in Cantera. Chemkin did not convert/load through Cantera.

YAML ERROR
----------------------------------------------------------------------------------------------------
No YAML file found.

CHEMKIN ERROR
----------------------------------------------------------------------------------------------------

usage: ck2yaml.py [-h] [-p] [-q] [-v] [--input INPUT] [--thermo THERMO]
                  [--transport TRANSPORT] [--surface SURFACE] [--extra EXTRA]
                  [--name NAME] [--single-intermediate-temperature]
                  [--no-validate] [--output OUTPUT]
ck2yaml.py: error: unrecognized arguments: --dictionary /home/lucey.da/rmg/rmg-yaml-benchmarks/rmg_runs/catalytic/co2_hydrog_long/run_012/chemkin/species_edge_dictionary.txt


CATEGORY PROFILE SUMMARY
----------------------------------------------------------------------------------------------------
Category                           Self s     Self %        Cum s      Cum %        Calls    Funcs
----------------------------------------------------------------------------------------------------
other                            5610.063     90.65%    16375.632    264.62%   1327848682     3678
      82.915      1.34%        4.913      0.08%       869822 other                    base.py:1033:descend_tree
      79.067      1.28%       27.060      0.44%       345092 reaction_generation      filtration.py:416:mark_unreactive_structures
      77.655      1.25%       67.749      1.09%      8432879 other                    base.py:950:match_node_to_structure
      75.606      1.22%        0.000      0.00%           66 all_output               output.py:1361:update
      75.605      1.22%        0.000      0.00%            1 all_output               output.py:1320:save_output
      75.605      1.22%        0.131      0.00%            2 all_output               output.py:47:save_output_html
      73.930      1.19%        0.001      0.00%            1 other                    main.py:532:initialize
      71.759      1.16%        0.001      0.00%            1 database                 main.py:430:load_database
      69.153      1.12%        0.772      0.01%        94433 database                 family.py:1610:_generate_product_structures
      68.525      1.11%        0.208      0.00%         3773 thermo                   thermo.py:2050:get_thermo_data_from_groups
      66.990      1.08%        0.476      0.01%       273978 other                    textwrap.py:386:fill
      66.927      1.08%        0.043      0.00%         4266 thermo                   thermo.py:2292:estimate_thermo_via_group_additivity
      66.305      1.07%        0.269      0.00%       273978 other                    textwrap.py:361:fill
      65.956      1.07%        0.345      0.01%       273978 other                    textwrap.py:347:wrap
      60.558      0.98%        1.999      0.03%         4266 thermo                   thermo.py:2313:compute_group_additivity_thermo
      60.106      0.97%       37.914      0.61%        91952 database                 family.py:1339:apply_recipe
      55.994      0.90%       55.994      0.90%           66 other                    ~:0:<method 'getstats' of '_lsprof.Profiler' objects>
      52.810      0.85%        1.457      0.02%       210435 thermo                   thermo.py:2705:_add_group_thermo_data
      44.462      0.72%        0.513      0.01%           18 other                    main.py:1712:make_seed_mech
      41.064      0.66%        1.078      0.02%         3844 other                    draw.py:158:draw
      41.009      0.66%        1.555      0.03%         5027 thermo                   thermo.py:2187:estimate_radical_thermo_via_hbi
      37.078      0.60%        9.766      0.16%          988 thermo                   thermo.py:1627:get_thermo_data_for_surface_species
      36.482      0.59%       26.074      0.42%       273978 other                    textwrap.py:238:_wrap_chunks
      35.703      0.58%        0.831      0.01%           72 other                    base.py:336:save_dictionary
      35.190      0.57%       29.231      0.47%     33094168 copying                  copy.py:243:_keep_alive
      32.321      0.52%        2.493      0.04%      6105449 other                    ~:0:<method 'join' of 'str' objects>
      30.307      0.49%        0.000      0.00%            2 html_output              environment.py:1275:render
      29.795      0.48%        0.059      0.00%        56224 reaction_generation      family.py:2514:get_reaction_template
      29.735      0.48%        0.705      0.01%        56224 reaction_generation      groups.py:111:get_reaction_template
      29.701      0.48%        0.000      0.00%            1 other                    rmg.py:74:load
      29.201      0.47%        0.815      0.01%       922385 other                    <template>:4:root
      29.129      0.47%        0.242      0.00%       273978 other                    textwrap.py:341:_split_chunks
      29.124      0.47%        0.003      0.00%          348 other                    __init__.py:248:dump
      29.121      0.47%        0.183      0.00%          348 other                    __init__.py:215:dump_all
      28.929      0.47%        5.047      0.08%          348 other                    representer.py:26:represent
      28.362      0.46%        3.752      0.06%       374805 other                    runtime.py:262:call
      28.114      0.45%        0.004      0.00%           64 other                    listener.py:127:update
      28.107      0.45%        0.003      0.00%           64 other                    plot.py:395:plot
      27.345      0.44%        0.489      0.01%       273978 other                    textwrap.py:157:_split
      25.286      0.41%        0.964      0.02%           60 database                 family.py:1115:add_rules_from_training
      25.111      0.41%       25.075      0.41%         3844 other                    surfaces.py:638:write_to_png
      24.089      0.39%       23.838      0.39%     80957595 other                    ~:0:<method 'format' of 'str' objects>
      24.043      0.39%       24.043      0.39%       274335 other                    ~:0:<method 'split' of 're.Pattern' objects>
      23.542      0.38%        0.051      0.00%           36 database                 library.py:630:save

TOP 75 FUNCTIONS BY SELF TIME
----------------------------------------------------------------------------------------------------
      Self s     Self %        Cum s      Cum %        Calls Category                 Function
----------------------------------------------------------------------------------------------------
    4544.299     73.43%     6188.815    100.01%            1 other                    main.py:862:execute
     198.178      3.20%      446.353      7.21%       115722 other                    common.py:186:ensure_independent_atom_ids
     138.807      2.24%      297.053      4.80%     99868018 copying                  copy.py:128:deepcopy
      91.983      1.49%      229.552      3.71%     14849933 reaction_generation      family.py:1941:_generate_reactions
      77.970      1.26%      114.947      1.86%       391576 other                    adjlist.py:887:to_adjacency_list
      67.749      1.09%       77.655      1.25%      8432879 other                    base.py:950:match_node_to_structure
      55.994      0.90%       55.994      0.90%           66 other                    ~:0:<method 'getstats' of '_lsprof.Profiler' objects>
      52.993      0.86%      171.936      2.78%     32666363 copying                  copy.py:227:_deepcopy_dict
      51.840      0.84%      334.804      5.41%           66 other                    util.py:110:notify
      44.869      0.73%      109.742      1.77%           66 other                    cProfile.py:55:snapshot_stats
      37.914      0.61%       60.106      0.97%        91952 database                 family.py:1339:apply_recipe
      29.231      0.47%       35.190      0.57%     33094168 copying                  copy.py:243:_keep_alive
      27.832      0.45%      142.955      2.31%         5444 thermo                   thermo.py:1330:get_thermo_data
      27.060      0.44%       79.067      1.28%       345092 reaction_generation      filtration.py:416:mark_unreactive_structures
      26.074      0.42%       36.482      0.59%       273978 other                    textwrap.py:238:_wrap_chunks
      25.075      0.41%       25.111      0.41%         3844 other                    surfaces.py:638:write_to_png
      24.273      0.39%      231.192      3.74%        44638 other                    model.py:322:make_new_species
      24.043      0.39%       24.043      0.39%       274335 other                    ~:0:<method 'split' of 're.Pattern' objects>
      23.838      0.39%       24.089      0.39%     80957595 other                    ~:0:<method 'format' of 'str' objects>
      23.015      0.37%       23.015      0.37%    207432850 other                    ~:0:<method 'get' of 'dict' objects>
      21.361      0.35%       21.576      0.35%    192499304 other                    ~:0:<built-in method builtins.isinstance>
      21.277      0.34%      181.704      2.94%         3970 thermo                   thermoengine.py:148:evaluator
      20.986      0.34%       20.986      0.34%    224436752 other                    ~:0:<built-in method builtins.id>
      19.774      0.32%       22.998      0.37%      1883267 other                    filtration.py:123:get_octet_deviation
      16.879      0.27%      195.245      3.16%      8055544 reaction_generation      family.py:1760:generate_reactions
      16.306      0.26%       16.306      0.26%           64 other                    ~:0:<method 'writerows' of '_csv.writer' objects>
      13.129      0.21%       17.893      0.29%     14849933 database                 family.py:1979:<listcomp>
      12.952      0.21%       12.952      0.21%     50818077 other                    ~:0:<method 'items' of 'dict' objects>
      12.261      0.20%       13.521      0.22%       982666 reaction_generation      family.py:1725:_match_reactant_to_template
      12.238      0.20%       12.274      0.20%        11385 kinetics                 family.py:2540:get_kinetics_from_depository
      11.950      0.19%       13.181      0.21%    147061290 other                    ~:0:<built-in method builtins.len>
      11.390      0.18%      997.202     16.11%          163 model_enlarge            model.py:664:enlarge
       9.766      0.16%       37.078      0.60%          988 thermo                   thermo.py:1627:get_thermo_data_for_surface_species
       7.546      0.12%        7.549      0.12%         3013 other                    ~:0:<built-in method io.open>
       7.434      0.12%        9.426      0.15%        80689 yaml_writer              yaml_rms.py:106:get_radicals
       7.239      0.12%       15.017      0.24%        24163 other                    adjlist.py:466:from_adjacency_list
       7.125      0.12%        7.125      0.12%     66756541 copying                  copy.py:182:_deepcopy_atomic
       7.117      0.12%       16.756      0.27%       900119 other                    rules.py:172:fill_rules_by_averaging_up
       7.022      0.11%      202.922      3.28%       105994 reaction_generation      database.py:550:react_molecules
       6.550      0.11%      130.632      2.11%       115722 reaction_generation      common.py:272:find_degenerate_reactions
       6.429      0.10%        6.429      0.10%     71203399 other                    ~:0:<method 'append' of 'list' objects>
       6.302      0.10%        6.302      0.10%         2554 other                    ~:0:<method '__exit__' of '_io._IOBase' objects>
       6.239      0.10%        7.453      0.12%      1464006 other                    numeric.py:67:zeros_like
       5.657      0.09%      116.546      1.88%           66 other                    main.py:2212:save_profiler_info
       5.200      0.08%        5.207      0.08%            1 other                    main.py:1599:check_model
       5.162      0.08%        6.374      0.10%     12993970 other                    cProfile.py:123:label
       5.047      0.08%       28.929      0.47%          348 other                    representer.py:26:represent
       4.913      0.08%       82.915      1.34%       869822 other                    base.py:1033:descend_tree
       4.883      0.08%        9.528      0.15%           64 other                    plot.py:66:parse_csv_data
       4.736      0.08%        4.736      0.08%       305559 other                    ~:0:<built-in method numpy.array>
       4.631      0.07%        4.631      0.07%         7511 other                    ~:0:<built-in method posix.stat>
       4.533      0.07%       13.814      0.22%      7628877 other                    __init__.py:173:search
       4.411      0.07%        4.870      0.08%       272690 other                    base.py:1333:is_molecule_forbidden
       4.238      0.07%        6.912      0.11%       169979 other                    fragment.py:1295:detect_cutting_label
       4.185      0.07%        5.862      0.09%      8046619 other                    __init__.py:272:_compile
       4.030      0.07%        4.030      0.07%      7889884 other                    ~:0:<method 'search' of 're.Pattern' objects>
       3.752      0.06%       28.362      0.46%       374805 other                    runtime.py:262:call
       3.699      0.06%        3.699      0.06%      1135512 other                    ~:0:<method 'reduce' of 'numpy.ufunc' objects>
       3.667      0.06%        3.987      0.06%        79041 reaction_generation      family.py:1687:_create_reaction
       3.527      0.06%        3.527      0.06%       507835 other                    ~:0:<built-in method builtins.compile>
       3.443      0.06%        4.618      0.07%      4911143 other                    resolver.py:143:resolve
       3.382      0.05%       17.913      0.29%       277582 other                    representer.py:103:represent_mapping
       3.372      0.05%        3.372      0.05%          596 other                    ~:0:<method 'read' of '_io.BufferedReader' objects>
       3.355      0.05%        3.355      0.05%     37452962 other                    ~:0:<method 'pop' of 'list' objects>
       3.309      0.05%        4.003      0.06%      2230906 other                    representer.py:77:represent_scalar
       3.287      0.05%        4.131      0.07%      7379972 other                    ~:0:<method 'sort' of 'list' objects>
       3.132      0.05%       17.927      0.29%      2637367 other                    representer.py:33:represent_data
       3.104      0.05%        4.806      0.08%        55077 other                    parse.py:957:<listcomp>
       3.055      0.05%       11.499      0.19%         3926 other                    _optimize.py:2289:_minimize_scalar_bounded
       2.957      0.05%        2.957      0.05%          266 other                    ~:0:<built-in method _posixsubprocess.fork_exec>
       2.814      0.05%        2.814      0.05%       273978 other                    textwrap.py:176:<listcomp>
       2.498      0.04%        2.519      0.04%        91952 database                 family.py:363:_apply
       2.493      0.04%       32.321      0.52%      6105449 other                    ~:0:<method 'join' of 'str' objects>
       2.376      0.04%      101.223      1.64%       345092 other                    filtration.py:55:filter_structures
       2.296      0.04%        2.296      0.04%     25651965 other                    ~:0:<method 'extend' of 'list' objects>

YAML_WRITER FUNCTIONS
----------------------------------------------------------------------------------------------------
      22.095 s     0.36% cumulative |        0.026 s     0.00% self |         66 calls | yaml_cantera1.py:475:update
      20.999 s     0.34% cumulative |        0.013 s     0.00% self |        132 calls | yaml_cantera1.py:92:write_cantera
      20.187 s     0.33% cumulative |        0.013 s     0.00% self |         66 calls | yaml_rms.py:283:update
      20.172 s     0.33% cumulative |        0.002 s     0.00% self |         66 calls | yaml_rms.py:64:write_rms
      14.909 s     0.24% cumulative |        0.001 s     0.00% self |         66 calls | yaml_cantera2.py:85:update
      14.908 s     0.24% cumulative |        0.021 s     0.00% self |         66 calls | yaml_cantera2.py:95:save_cantera_files
      13.675 s     0.22% cumulative |        0.004 s     0.00% self |        132 calls | yaml_cantera2.py:174:save_cantera_model
      11.096 s     0.18% cumulative |        0.005 s     0.00% self |         66 calls | yaml_rms.py:70:get_mech_dict
      11.042 s     0.18% cumulative |        0.942 s     0.02% self |      56846 calls | yaml_rms.py:113:obj_to_dict
       9.426 s     0.15% cumulative |        7.434 s     0.12% self |      80689 calls | yaml_rms.py:106:get_radicals
       9.292 s     0.15% cumulative |        0.021 s     0.00% self |         66 calls | yaml_rms.py:100:<listcomp>
       5.888 s     0.10% cumulative |        0.002 s     0.00% self |          2 calls | compare_cantera_yaml.py:323:compare_yaml_files_and_report
       5.796 s     0.09% cumulative |        0.000 s     0.00% self |          2 calls | compare_cantera_yaml.py:244:compare_yaml_files
       5.556 s     0.09% cumulative |        0.000 s     0.00% self |          4 calls | compare_cantera_yaml.py:45:__init__
       4.976 s     0.08% cumulative |        0.000 s     0.00% self |          4 calls | compare_cantera_yaml.py:72:load_yaml
       4.795 s     0.08% cumulative |        0.106 s     0.00% self |        132 calls | yaml_cantera1.py:289:get_mech_dict_surface
       4.498 s     0.07% cumulative |        0.029 s     0.00% self |      19129 calls | yaml_rms.py:147:<listcomp>
       4.291 s     0.07% cumulative |        0.033 s     0.00% self |      19129 calls | yaml_rms.py:148:<listcomp>
       4.226 s     0.07% cumulative |        0.000 s     0.00% self |          2 calls | main.py:1954:generate_cantera_files_from_chemkin
       4.222 s     0.07% cumulative |        0.000 s     0.00% self |          2 calls | ck2yaml.py:2133:convert_mech
       3.865 s     0.06% cumulative |        0.000 s     0.00% self |          2 calls | ck2yaml.py:2003:write_yaml
       3.200 s     0.05% cumulative |        2.168 s     0.04% self |      38258 calls | yaml_cantera1.py:346:reaction_to_dicts
       3.000 s     0.05% cumulative |        0.072 s     0.00% self |        132 calls | yaml_cantera2.py:228:generate_cantera_data
       1.467 s     0.02% cumulative |        0.018 s     0.00% self |        132 calls | yaml_cantera1.py:308:<listcomp>
       1.449 s     0.02% cumulative |        0.592 s     0.01% self |       9294 calls | yaml_cantera1.py:396:species_to_dict
       1.412 s     0.02% cumulative |        1.010 s     0.02% self |     541213 calls | yaml_cantera1.py:58:_convert_anymap_to_dict
       1.241 s     0.02% cumulative |        0.170 s     0.00% self |     109738 calls | yaml_cantera1.py:80:<dictcomp>
       0.923 s     0.01% cumulative |        0.011 s     0.00% self |         66 calls | yaml_rms.py:98:<listcomp>
       0.866 s     0.01% cumulative |        0.008 s     0.00% self |         66 calls | yaml_rms.py:99:<listcomp>
       0.580 s     0.01% cumulative |        0.570 s     0.01% self |          4 calls | compare_cantera_yaml.py:124:load_phases
       0.420 s     0.01% cumulative |        0.126 s     0.00% self |      38258 calls | yaml_cantera2.py:481:reaction_to_dict_list
       0.410 s     0.01% cumulative |        0.068 s     0.00% self |     213762 calls | yaml_cantera1.py:86:<genexpr>
       0.357 s     0.01% cumulative |        0.000 s     0.00% self |         10 calls | ck2yaml.py:1537:load_data_file
       0.350 s     0.01% cumulative |        0.023 s     0.00% self |          4 calls | ck2yaml.py:1556:load_chemkin_file
       0.324 s     0.01% cumulative |        0.006 s     0.00% self |       1152 calls | ck2yaml.py:285:to_yaml
       0.276 s     0.00% cumulative |        0.013 s     0.00% self |          4 calls | ck2yaml.py:1842:parse_reactions_section
       0.261 s     0.00% cumulative |        0.237 s     0.00% self |       1152 calls | ck2yaml.py:1100:read_kinetics_entry
       0.252 s     0.00% cumulative |        0.085 s     0.00% self |      38258 calls | yaml_cantera2.py:642:get_reaction_equation
       0.204 s     0.00% cumulative |        0.032 s     0.00% self |       5695 calls | compare_cantera_yaml.py:152:compare_values
       0.191 s     0.00% cumulative |        0.132 s     0.00% self |       9294 calls | yaml_cantera2.py:373:species_to_dict
       0.178 s     0.00% cumulative |        0.005 s     0.00% self |      11722 calls | constructor.py:410:construct_yaml_map
       0.151 s     0.00% cumulative |        0.001 s     0.00% self |        176 calls | ck2yaml.py:154:to_yaml
       0.146 s     0.00% cumulative |        0.029 s     0.00% self |          2 calls | compare_cantera_yaml.py:458:_compare_reactions
       0.110 s     0.00% cumulative |        0.096 s     0.00% self |     170672 calls | yaml_cantera2.py:658:get_label
       0.096 s     0.00% cumulative |        0.001 s     0.00% self |        176 calls | ck2yaml.py:182:to_yaml
       0.090 s     0.00% cumulative |        0.004 s     0.00% self |          2 calls | compare_cantera_yaml.py:416:_compare_species
       0.079 s     0.00% cumulative |        0.029 s     0.00% self |      38258 calls | yaml_cantera2.py:644:<listcomp>
       0.069 s     0.00% cumulative |        0.025 s     0.00% self |      38258 calls | yaml_cantera2.py:645:<listcomp>
       0.064 s     0.00% cumulative |        0.008 s     0.00% self |       4647 calls | yaml_rms.py:135:<listcomp>
       0.059 s     0.00% cumulative |        0.013 s     0.00% self |       6656 calls | ck2yaml.py:63:represent_float
       0.057 s     0.00% cumulative |        0.024 s     0.00% self |      19129 calls | yaml_rms.py:143:<listcomp>
       0.042 s     0.00% cumulative |        0.010 s     0.00% self |        132 calls | yaml_cantera1.py:222:get_phases_with_surface
       0.042 s     0.00% cumulative |        0.001 s     0.00% self |       2904 calls | constructor.py:405:construct_yaml_seq
       0.041 s     0.00% cumulative |        0.015 s     0.00% self |      19129 calls | yaml_rms.py:144:<listcomp>
       0.039 s     0.00% cumulative |        0.020 s     0.00% self |      13694 calls | constructor.py:270:construct_yaml_float
       0.034 s     0.00% cumulative |        0.007 s     0.00% self |      20964 calls | constructor.py:402:construct_yaml_str
       0.030 s     0.00% cumulative |        0.030 s     0.00% self |       5214 calls | transport.py:122:to_cantera
       0.028 s     0.00% cumulative |        0.009 s     0.00% self |       1152 calls | comments.py:375:yaml_add_eol_comment
       0.023 s     0.00% cumulative |        0.023 s     0.00% self |      19129 calls | yaml_rms.py:149:<listcomp>
       0.019 s     0.00% cumulative |        0.001 s     0.00% self |       1108 calls | ck2yaml.py:416:reduce
       0.017 s     0.00% cumulative |        0.003 s     0.00% self |       1152 calls | ck2yaml.py:353:as_yaml
       0.015 s     0.00% cumulative |        0.000 s     0.00% self |         84 calls | ck2yaml.py:687:to_yaml
       0.015 s     0.00% cumulative |        0.004 s     0.00% self |          4 calls | ck2yaml.py:939:parse_nasa7_section
       0.014 s     0.00% cumulative |        0.007 s     0.00% self |        132 calls | yaml_cantera1.py:241:<listcomp>
       0.012 s     0.00% cumulative |        0.005 s     0.00% self |        132 calls | yaml_cantera1.py:252:<listcomp>
       0.011 s     0.00% cumulative |        0.002 s     0.00% self |       1152 calls | ck2yaml.py:277:__str__
       0.011 s     0.00% cumulative |        0.005 s     0.00% self |       1152 calls | comments.py:733:_yaml_get_column
       0.011 s     0.00% cumulative |        0.008 s     0.00% self |      25876 calls | yaml_cantera2.py:399:<lambda>
       0.010 s     0.00% cumulative |        0.002 s     0.00% self |        176 calls | ck2yaml.py:823:read_NASA7_entry
       0.010 s     0.00% cumulative |        0.000 s     0.00% self |          1 calls | yaml_rms.py:277:__init__
       0.009 s     0.00% cumulative |        0.003 s     0.00% self |       1334 calls | ck2yaml.py:53:FlowMap
       0.009 s     0.00% cumulative |        0.007 s     0.00% self |       2304 calls | ck2yaml.py:266:_coeff_string
